Minutes Spent,Points,Run,Program Version,Time Started (UTC),Position,User,failedQuiz,What is a /cognitive bias/? (8ivbe6t),gotQuestion1Right,What kind of scenario should you imagine after reading about the cognitive bias and before answering the first question? (u9s211m),gotQuestion2Right,counter,previousRandomNumbers,final,randomNumber,i,bias,"Imagine a scenario in which you're trying to help a friend or loved one to adopt a new positive habit or pattern of behavior, like going to the gym regularly, giving to charity each month, managing anger, meditating every morning, etc. If your friend or loved one was having trouble adopting the new habit or behavior because they were getting tripped up by the {bias[""name""]}, then how would you help them to overcome that bias and adopt the new habit or behavior? Or if you could leverage the {bias[""name""]} to help the person to adopt the new habit or behavior, then how would you do it? Think: ""To help a friend or loved one to overcome the {bias[""name""]} and adopt a new positive habit or pattern of behavior, I would _____."" Or, conversely (or additionally): ""To leverage the {bias[""name""]} to help someone to adopt a new positive habit or pattern of behavior, I would _____."" Please provide as much detail as you can! (If you want, you can read more about the Ten Conditions for change [here|https://www.sparkwave.tech/conditions-for-change/].) (9mlhyy7)",temp1,"The *Ten Conditions for Change* is a framework for helping people to adopt new positive behaviors or habits. The framework basically claims that if people have met all ten conditions, then they will adopt a new behavior. Given the definitions of the Ten Conditions for Change below and the definition of the {bias[""name""]}, which of the Ten Conditions do you think is *most* affected by the {bias[""name""]}? In other words, if a person is trying to adopt a new positive behavior but is failing to do so because they're suffering from the {bias[""name""]}, then which of the Ten Conditions are they likely failing to meet? Or, conversely, if you could ethically leverage the {bias[""name""]} to help someone adopt a new behavior, then which of the Ten Conditions would you most affect by leveraging the bias? (kyn06yu)",temp2,Time Finished (UTC),age,device,gender,education,projectID,startedAt,computerID,assignmentID,yearOfBirth,participantID,educationScore,computerCountry,householdIncome,femaleAs1MaleAs0,householdIncomeScore,householdIncomeEstimate,"Imagine a scenario in which you're trying to help a friend or loved one to adopt a new positive habit or pattern of behavior, like going to the gym regularly, giving to charity each month, managing anger, meditating every morning, etc. If your friend or loved one was having trouble adopting the new habit or behavior because they were getting tripped up by the {bias[""name""]}, then how would you help them to overcome that bias and adopt the new habit or behavior? Or if you could ethically leverage the {bias[""name""]} to help the person to adopt the new habit or behavior, then how would you do it? Think: ""To help a friend or loved one to overcome the {bias[""name""]} and adopt a new positive habit or pattern of behavior, I would _____."" Or, conversely (or additionally): ""To ethically leverage the {bias[""name""]} to help someone to adopt a new positive habit or pattern of behavior, I would _____."" Please provide as much detail as you can! (v01hf16)","The *Ten Conditions for Change* is a framework for helping people to adopt new positive behaviors or habits. The framework basically claims that if people have met all ten conditions, then they will adopt a new behavior. Given the definitions of the Ten Conditions for Change below and the definition of the {bias[""name""]}, which of the Ten Conditions do you think is *most* affected by the {bias[""name""]}? In other words, if a person is trying to adopt a new positive behavior but is failing to do so because they're suffering from the {bias[""name""]}, then which of the Ten Conditions are they likely failing to meet? Or, conversely, if you could ethically leverage the {bias[""name""]} to help someone adopt a new behavior, then which of the Ten Conditions would you most affect by leveraging the bias? (If you want, you can read more about the Ten Conditions for change [here|https://www.sparkwave.tech/conditions-for-change/].) (ldbalya)"
2.12,0,5830607,56,2020-11-13 23:22:41,e5pk486,,1,yes | yes,yes,no | yes,yes,4,"[0,1,2]","{""mainQuestion1Response"":""New behavior adoption isn't affected by this bias"",""mainQuestion2Response"":""3. A person *intends* to adopt the new behavior. Even if a person desires to adopt a new behavior, they're very unlikely to actually do so unless they themselves predict that they will conduct that behavior at specific times, in specific situations, or within a certain time frame."",""mainQuestion3Response"":""New behavior adoption isn't affected by this bias"",""mainQuestion4Response"":""2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses."",""mainQuestion5Response"":""New behavior adoption isn't affected by this bias"",""mainQuestion6Response"":""5. A person *believes* (1) that the relevant actions have a significant connection to the adoption of the new behavior and (2) that they themselves are able to perform the actions. A person is very unlikely to attempt a specific action if they don't think that attempting it will help them to achieve the desired outcome.""}",2,3,"{""name"":""Bandwagon Effect"",""content"":""<div class='text' style='font-size: 16.8px;'>The Bandwagon Effect is the tendency to do or believe things because many other people do or believe the same. It is a phenomenon observed primarily within the fields of microeconomics, political science, and behaviorism. <br><br>In Solomon Asch's Conformity Experiments, students who participated in &quot;vision tests&quot; were more likely to answer questions about the length of a line incorrectly if others in the same room (in this case, confederates of Asch) who answered the question first provided incorrect answers. Similarly, if at least one of the confederates gave the correct answer, the students became far more likely to also give the correct answer.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Asch_conformity_experiments"",""groupName"":""BandwagonEffect""}",,New behavior adoption isn't affected by this bias,,5. A person *believes* (1) that the relevant actions have a significant connection to the adoption of the new behavior and (2) that they themselves are able to perform the actions. A person is very unlikely to attempt a specific action if they don't think that attempting it will help them to achieve the desired outcome.,2020-11-13 23:24:48,32,desktop,male,completedBachelorsDegree,695e0c0f,2020-11-13 05:21 PM,bd2d69d737a91dbac690883663281ebbcca60cd8,de8d876a,1988,72e70040,5,United States,"$40,000 to $59,999",0,3,50000,New behavior adoption isn't affected by this bias | New behavior adoption isn't affected by this bias | New behavior adoption isn't affected by this bias,"3. A person *intends* to adopt the new behavior. Even if a person desires to adopt a new behavior, they're very unlikely to actually do so unless they themselves predict that they will conduct that behavior at specific times, in specific situations, or within a certain time frame. | 2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses. | 5. A person *believes* (1) that the relevant actions have a significant connection to the adoption of the new behavior and (2) that they themselves are able to perform the actions. A person is very unlikely to attempt a specific action if they don't think that attempting it will help them to achieve the desired outcome."
8.57,0,5830671,56,2020-11-13 23:56:24,e5pk486,,0,yes,yes,yes,yes,2,"[2,1]","{""mainQuestion1Response"":""If the bandwagon effect is stopping them from adopting the new habit, I would explain the benefits of the habit. I would also explain that just because other people do something or don't do something, this doesn't mean you have to do the same. Conversely, I would try to use it by showing how many people do the positive habit which would either negate the bad bandwagon effect or motivate them to be part of the 'good' crowd."",""mainQuestion2Response"":""2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses.""}",1,2,"{""name"":""Attentional Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>Some information or evidence may hold a disproportionate amount of a person's attention because of that person's environment, and emotionally stimulating events/items within it.<br><br>In studies using the dot-probe paradigm, patients who suffered from chronic ailments such as anxiety were more likely to focus on information or stimuli representing their concerns (in the case of anxiety: worried facial expressions).<br><br> A 'within-subjects' bias occurs when an individual displays greater bias toward one type of information (e.g., painful faces) when compared to different types of information (e.g., neutral faces). Alternatively, a 'between-subjects' bias, occurs when one group of participants displays greater bias than another group of participants (e.g., chronic pain patients showed greater bias towards painful expressions than did healthy control participants).</div><br>"",""source"":""http://en.wikipedia.org/wiki/Attentional_Bias"",""groupName"":""AttentionalBias""}",,"If the bandwagon effect is stopping them from adopting the new habit, I would explain the benefits of the habit. I would also explain that just because other people do something or don't do something, this doesn't mean you have to do the same. Conversely, I would try to use it by showing how many people do the positive habit which would either negate the bad bandwagon effect or motivate them to be part of the 'good' crowd.",,"2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses.",,48,desktop,male,completedBachelorsDegree,695e0c0f,2020-11-13 05:55 PM,128766ae88252fe1e66fed28835d5c61d023dce5,9f06e91a,1972,1ad9fb43,5,United States,"$40,000 to $59,999",0,3,50000,"If the bandwagon effect is stopping them from adopting the new habit, I would explain the benefits of the habit. I would also explain that just because other people do something or don't do something, this doesn't mean you have to do the same. Conversely, I would try to use it by showing how many people do the positive habit which would either negate the bad bandwagon effect or motivate them to be part of the 'good' crowd.","2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses."
30.08,0,5830693,56,2020-11-14 00:12:52,e5pk486,,0,yes,yes,yes,yes,4,"[1,0,2]","{""mainQuestion1Response"":""I would show them how people who suffer from the same attentional biases that they do have benefitted tremendously from adopting the new positive habit. For example, if my friend suffered from anxiety then I would show them a video of other long term anxiety suffers who decided to adopt the habit of meditating every morning. They would demonstrate how much more relaxed their faces and bodies were. They would show how much more open and loving their interactions within their social circles have become. I feel that once my friend recognizes themselves within these similar individuals then they would be much more likely to adopt the habit. I would also reach out to a support group to find them an accountability partner so that they could connect over their meditation journey and how it helps them overcome some of the anxiety that they experience."",""mainQuestion2Response"":""5. A person *believes* (1) that the relevant actions have a significant connection to the adoption of the new behavior and (2) that they themselves are able to perform the actions. A person is very unlikely to attempt a specific action if they don't think that attempting it will help them to achieve the desired outcome."",""mainQuestion3Response"":""I would show my friend who suffers from anxiety a picture of a beautiful tropical island. I would then tell my friend that I'm ready to book a vacation for us to go there however they would have to practice meditation three times a day while there. I would tell them that there is a highly rated mediation course taught on the island that has helped many people better manage their chronic anxiety. I would also tell them about all of the delicious food, drinks, and the fun that can be had on the island when they are not meditating. I would leave my friend to ponder the offer. I would assume that my friend would be influenced by the island anchor and accept the offer."",""mainQuestion4Response"":""6. A person *chooses* to perform the relevant actions instead of performing other actions. Even if a person remembers to perform an action, they're very unlikely to perform that action unless they choose it over the other actions or opportunities that are available to them at the same time."",""mainQuestion5Response"":""I would speak to the friends of my friend and ask them to assist me in helping my friend. I would tell them that if they agree to join a mediation group and tell my friend about how it has cured their anxiety then I will give them a reward. I would pay for a fancy dinner for all of them as soon as my friend decided to jump on the bandwagon and join the class as well. Once my friend participated in a few classes and enjoyed the company of their friends as well then their friends could feel free to leave the class."",""mainQuestion6Response"":""8. A person *has* the necessary resources and permission to perform the relevant actions. A person is very unlikely to perform a specific action unless they have the resources or permissions they need to perform that action effectively.""}",2,3,"{""name"":""Bandwagon Effect"",""content"":""<div class='text' style='font-size: 16.8px;'>The Bandwagon Effect is the tendency to do or believe things because many other people do or believe the same. It is a phenomenon observed primarily within the fields of microeconomics, political science, and behaviorism. <br><br>In Solomon Asch's Conformity Experiments, students who participated in &quot;vision tests&quot; were more likely to answer questions about the length of a line incorrectly if others in the same room (in this case, confederates of Asch) who answered the question first provided incorrect answers. Similarly, if at least one of the confederates gave the correct answer, the students became far more likely to also give the correct answer.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Asch_conformity_experiments"",""groupName"":""BandwagonEffect""}",,I would speak to the friends of my friend and ask them to assist me in helping my friend. I would tell them that if they agree to join a mediation group and tell my friend about how it has cured their anxiety then I will give them a reward. I would pay for a fancy dinner for all of them as soon as my friend decided to jump on the bandwagon and join the class as well. Once my friend participated in a few classes and enjoyed the company of their friends as well then their friends could feel free to leave the class.,,8. A person *has* the necessary resources and permission to perform the relevant actions. A person is very unlikely to perform a specific action unless they have the resources or permissions they need to perform that action effectively.,2020-11-14 00:42:57,34,desktop,male,completedOnlyHighSchoolOrTheEquivalent,695e0c0f,2020-11-13 06:09 PM,20cfbbe558417056dec31a04aa1a22216dc80bec,cfac5b32,1986,527d1c54,2,United States,"$40,000 to $59,999",0,3,50000,"I would show them how people who suffer from the same attentional biases that they do have benefitted tremendously from adopting the new positive habit. For example, if my friend suffered from anxiety then I would show them a video of other long term anxiety suffers who decided to adopt the habit of meditating every morning. They would demonstrate how much more relaxed their faces and bodies were. They would show how much more open and loving their interactions within their social circles have become. I feel that once my friend recognizes themselves within these similar individuals then they would be much more likely to adopt the habit. I would also reach out to a support group to find them an accountability partner so that they could connect over their meditation journey and how it helps them overcome some of the anxiety that they experience. | I would show my friend who suffers from anxiety a picture of a beautiful tropical island. I would then tell my friend that I'm ready to book a vacation for us to go there however they would have to practice meditation three times a day while there. I would tell them that there is a highly rated mediation course taught on the island that has helped many people better manage their chronic anxiety. I would also tell them about all of the delicious food, drinks, and the fun that can be had on the island when they are not meditating. I would leave my friend to ponder the offer. I would assume that my friend would be influenced by the island anchor and accept the offer. | I would speak to the friends of my friend and ask them to assist me in helping my friend. I would tell them that if they agree to join a mediation group and tell my friend about how it has cured their anxiety then I will give them a reward. I would pay for a fancy dinner for all of them as soon as my friend decided to jump on the bandwagon and join the class as well. Once my friend participated in a few classes and enjoyed the company of their friends as well then their friends could feel free to leave the class.","5. A person *believes* (1) that the relevant actions have a significant connection to the adoption of the new behavior and (2) that they themselves are able to perform the actions. A person is very unlikely to attempt a specific action if they don't think that attempting it will help them to achieve the desired outcome. | 6. A person *chooses* to perform the relevant actions instead of performing other actions. Even if a person remembers to perform an action, they're very unlikely to perform that action unless they choose it over the other actions or opportunities that are available to them at the same time. | 8. A person *has* the necessary resources and permission to perform the relevant actions. A person is very unlikely to perform a specific action unless they have the resources or permissions they need to perform that action effectively."
0.63,0,5830783,56,2020-11-14 01:01:43,zphr6g8,,0,yes,yes,yes,yes,1,[1],{},1,1,"{""name"":""Attentional Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>Some information or evidence may hold a disproportionate amount of a person's attention because of that person's environment, and emotionally stimulating events/items within it.<br><br>In studies using the dot-probe paradigm, patients who suffered from chronic ailments such as anxiety were more likely to focus on information or stimuli representing their concerns (in the case of anxiety: worried facial expressions).<br><br> A 'within-subjects' bias occurs when an individual displays greater bias toward one type of information (e.g., painful faces) when compared to different types of information (e.g., neutral faces). Alternatively, a 'between-subjects' bias, occurs when one group of participants displays greater bias than another group of participants (e.g., chronic pain patients showed greater bias towards painful expressions than did healthy control participants).</div><br>"",""source"":""http://en.wikipedia.org/wiki/Attentional_Bias"",""groupName"":""AttentionalBias""}",,,,,,27,desktop,male,completedOnlyHighSchoolOrTheEquivalent,695e0c0f,2020-11-13 07:01 PM,1ca3fd5386ef93b79963b5b8dadd067085a93bc3,e9baf32e,1993,5ce3b0c7,2,United States,"$10,000 to $24,999",0,1,17500,,
5.90,0,5830814,56,2020-11-14 01:38:28,zphr6g8,,0,yes,yes,yes,yes,1,[0],{},0,1,"{""name"":""Anchoring Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>A person's expectation about one thing is affected by something he/she saw, heard, or thought before. This occurs when people rely too heavily on a specific piece of information to govern their thought-process. <br><br>In one study, an audience was asked to write the last two digits of their social security number and consider whether they would pay this number of dollars for items such as wine, chocolate, and computer equipment, the value of which they did not know. They were then asked to bid for these items. The result was that the audience members with higher two-digit numbers would submit bids that were between 60 percent and 120 percent higher than those with the lower social security numbers. Put simply, the higher the (social security) number in mind, the higher the bid. The social security numbers had become their &quot;anchors&quot;.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Anchoring"",""groupName"":""AnchoringBias""}",,,,,,25,desktop,female,completedTradeTechicalVocationalTraing,695e0c0f,2020-11-13 07:34 PM,358a5f49ac07d93073cb5458d9e9b277ddbcec4e,8a1bad2f,1995,a49f79c7,3,United States,"$60,000 to $84,999",1,4,72500,,
2.32,0,5830849,56,2020-11-14 02:28:03,zphr6g8,,0,yes,yes,yes,yes,1,[2],{},2,1,"{""name"":""Bandwagon Effect"",""content"":""<div class='text' style='font-size: 16.8px;'>The Bandwagon Effect is the tendency to do or believe things because many other people do or believe the same. It is a phenomenon observed primarily within the fields of microeconomics, political science, and behaviorism. <br><br>In Solomon Asch's Conformity Experiments, students who participated in &quot;vision tests&quot; were more likely to answer questions about the length of a line incorrectly if others in the same room (in this case, confederates of Asch) who answered the question first provided incorrect answers. Similarly, if at least one of the confederates gave the correct answer, the students became far more likely to also give the correct answer.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Asch_conformity_experiments"",""groupName"":""BandwagonEffect""}",,,,,,33,desktop,male,completedBachelorsDegree,695e0c0f,2020-11-13 08:24 PM,37ef5b2ccb3b495ac5d2e1010aa35d5a9f0d7062,2de14733,1987,9052e4d0,5,United States,"$10,000 to $24,999",0,1,17500,,
1.72,0,5830861,56,2020-11-14 02:36:30,zphr6g8,,0,yes,yes,yes,yes,1,[1],{},1,1,"{""name"":""Attentional Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>Some information or evidence may hold a disproportionate amount of a person's attention because of that person's environment, and emotionally stimulating events/items within it.<br><br>In studies using the dot-probe paradigm, patients who suffered from chronic ailments such as anxiety were more likely to focus on information or stimuli representing their concerns (in the case of anxiety: worried facial expressions).<br><br> A 'within-subjects' bias occurs when an individual displays greater bias toward one type of information (e.g., painful faces) when compared to different types of information (e.g., neutral faces). Alternatively, a 'between-subjects' bias, occurs when one group of participants displays greater bias than another group of participants (e.g., chronic pain patients showed greater bias towards painful expressions than did healthy control participants).</div><br>"",""source"":""http://en.wikipedia.org/wiki/Attentional_Bias"",""groupName"":""AttentionalBias""}",,,,,,32,desktop,male,completedBachelorsDegree,695e0c0f,2020-11-13 08:34 PM,385e2d95ce6a763c6555a063644341403bbb4216,08c8ae11,1988,44f5a278,5,United States,"$40,000 to $59,999",0,3,50000,,
8.18,0,5830898,56,2020-11-14 03:13:20,e5pk486,,1,no | no | yes,yes,yes | no | yes,yes,3,"[2,0,1]","{""mainQuestion1Response"":""New behavior adoption isn't affected by this bias"",""mainQuestion2Response"":""5. A person *believes* (1) that the relevant actions have a significant connection to the adoption of the new behavior and (2) that they themselves are able to perform the actions. A person is very unlikely to attempt a specific action if they don't think that attempting it will help them to achieve the desired outcome."",""mainQuestion3Response"":""New behavior adoption isn't affected by this bias"",""mainQuestion4Response"":""5. A person *believes* (1) that the relevant actions have a significant connection to the adoption of the new behavior and (2) that they themselves are able to perform the actions. A person is very unlikely to attempt a specific action if they don't think that attempting it will help them to achieve the desired outcome.""}",1,3,"{""name"":""Attentional Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>Some information or evidence may hold a disproportionate amount of a person's attention because of that person's environment, and emotionally stimulating events/items within it.<br><br>In studies using the dot-probe paradigm, patients who suffered from chronic ailments such as anxiety were more likely to focus on information or stimuli representing their concerns (in the case of anxiety: worried facial expressions).<br><br> A 'within-subjects' bias occurs when an individual displays greater bias toward one type of information (e.g., painful faces) when compared to different types of information (e.g., neutral faces). Alternatively, a 'between-subjects' bias, occurs when one group of participants displays greater bias than another group of participants (e.g., chronic pain patients showed greater bias towards painful expressions than did healthy control participants).</div><br>"",""source"":""http://en.wikipedia.org/wiki/Attentional_Bias"",""groupName"":""AttentionalBias""}",,New behavior adoption isn't affected by this bias,,5. A person *believes* (1) that the relevant actions have a significant connection to the adoption of the new behavior and (2) that they themselves are able to perform the actions. A person is very unlikely to attempt a specific action if they don't think that attempting it will help them to achieve the desired outcome.,,34,desktop,male,completedBachelorsDegree,695e0c0f,2020-11-13 09:12 PM,6d22d7a27f59776fd7be5027cf42e45f2bce0554,fb012487,1986,ccc041fc,5,United States,"$85,000 to $114,999",0,5,100000,New behavior adoption isn't affected by this bias | New behavior adoption isn't affected by this bias,5. A person *believes* (1) that the relevant actions have a significant connection to the adoption of the new behavior and (2) that they themselves are able to perform the actions. A person is very unlikely to attempt a specific action if they don't think that attempting it will help them to achieve the desired outcome. | 5. A person *believes* (1) that the relevant actions have a significant connection to the adoption of the new behavior and (2) that they themselves are able to perform the actions. A person is very unlikely to attempt a specific action if they don't think that attempting it will help them to achieve the desired outcome.
1.68,0,5830915,56,2020-11-14 03:30:14,zphr6g8,,1,yes | yes,yes,no | yes,yes,1,[2],{},2,1,"{""name"":""Bandwagon Effect"",""content"":""<div class='text' style='font-size: 16.8px;'>The Bandwagon Effect is the tendency to do or believe things because many other people do or believe the same. It is a phenomenon observed primarily within the fields of microeconomics, political science, and behaviorism. <br><br>In Solomon Asch's Conformity Experiments, students who participated in &quot;vision tests&quot; were more likely to answer questions about the length of a line incorrectly if others in the same room (in this case, confederates of Asch) who answered the question first provided incorrect answers. Similarly, if at least one of the confederates gave the correct answer, the students became far more likely to also give the correct answer.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Asch_conformity_experiments"",""groupName"":""BandwagonEffect""}",,,,,,24,desktop,female,completedBachelorsDegree,695e0c0f,2020-11-13 09:28 PM,4f13f8055880b55a4e9de0e492726f99ec567829,d12e4e32,1996,b7b50f65,5,United States,"$10,000 to $24,999",1,1,17500,,
0.05,0,5830917,56,2020-11-14 03:30:52,alf1s4o,,0,,,,,,,,,,,,,,,,54,desktop,female,completedMastersDegree,695e0c0f,2020-11-13 09:30 PM,ad47053b55ecec3480964e0ab4ae7b4554449491,9add5c92,1966,f2810a27,6,United States,"$115,000 to $149,999",1,6,132500,,
3.27,0,5830948,56,2020-11-14 04:11:48,zphr6g8,,1,yes | yes | yes,yes,no | no | yes,yes,1,[0],{},0,1,"{""name"":""Anchoring Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>A person's expectation about one thing is affected by something he/she saw, heard, or thought before. This occurs when people rely too heavily on a specific piece of information to govern their thought-process. <br><br>In one study, an audience was asked to write the last two digits of their social security number and consider whether they would pay this number of dollars for items such as wine, chocolate, and computer equipment, the value of which they did not know. They were then asked to bid for these items. The result was that the audience members with higher two-digit numbers would submit bids that were between 60 percent and 120 percent higher than those with the lower social security numbers. Put simply, the higher the (social security) number in mind, the higher the bid. The social security numbers had become their &quot;anchors&quot;.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Anchoring"",""groupName"":""AnchoringBias""}",,,,,,31,desktop,male,completedAssociateDegreeOnly,695e0c0f,2020-11-13 10:10 PM,18faf2f45efa907cf854a567e6d01c7bea964cdc,ac00e76d,1989,0d411f66,4,United States,"$60,000 to $84,999",0,4,72500,,
9.65,0,5830961,56,2020-11-14 04:25:07,e5pk486,,0,yes,yes,yes,yes,4,"[0,1,2]","{""mainQuestion1Response"":""To help a friend overcome the Anchoring Bias, I would focus on the benefits of the outcome and shift focus away from the anchors associated with the efforts to do engage in the habit."",""mainQuestion2Response"":""5. A person *believes* (1) that the relevant actions have a significant connection to the adoption of the new behavior and (2) that they themselves are able to perform the actions. A person is very unlikely to attempt a specific action if they don't think that attempting it will help them to achieve the desired outcome."",""mainQuestion3Response"":""To help a friend overcome the Attention Bias I would help them shift their focus from the difficulty or work required to facilitate the change and help them shift that attention to the outcome."",""mainQuestion4Response"":""2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses."",""mainQuestion5Response"":""To help a friend overcome the Bandwagon Effect, I would have them take a moment to think about what they really want and not what they are being influenced to believe they want."",""mainQuestion6Response"":""2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses.""}",2,3,"{""name"":""Bandwagon Effect"",""content"":""<div class='text' style='font-size: 16.8px;'>The Bandwagon Effect is the tendency to do or believe things because many other people do or believe the same. It is a phenomenon observed primarily within the fields of microeconomics, political science, and behaviorism. <br><br>In Solomon Asch's Conformity Experiments, students who participated in &quot;vision tests&quot; were more likely to answer questions about the length of a line incorrectly if others in the same room (in this case, confederates of Asch) who answered the question first provided incorrect answers. Similarly, if at least one of the confederates gave the correct answer, the students became far more likely to also give the correct answer.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Asch_conformity_experiments"",""groupName"":""BandwagonEffect""}",,"To help a friend overcome the Bandwagon Effect, I would have them take a moment to think about what they really want and not what they are being influenced to believe they want.",,"2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses.",2020-11-14 04:34:47,53,desktop,male,completedBachelorsDegree,695e0c0f,2020-11-13 10:24 PM,0320f274797d84873161e5c6eb1a58a76735851b,3e9716fb,1967,2310d3d1,5,United States,"$60,000 to $84,999",0,4,72500,"To help a friend overcome the Anchoring Bias, I would focus on the benefits of the outcome and shift focus away from the anchors associated with the efforts to do engage in the habit. | To help a friend overcome the Attention Bias I would help them shift their focus from the difficulty or work required to facilitate the change and help them shift that attention to the outcome. | To help a friend overcome the Bandwagon Effect, I would have them take a moment to think about what they really want and not what they are being influenced to believe they want.","5. A person *believes* (1) that the relevant actions have a significant connection to the adoption of the new behavior and (2) that they themselves are able to perform the actions. A person is very unlikely to attempt a specific action if they don't think that attempting it will help them to achieve the desired outcome. | 2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses. | 2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses."
2.57,0,5831011,56,2020-11-14 05:14:27,zphr6g8,,1,yes | yes,yes,no | yes,yes,1,[0],{},0,1,"{""name"":""Anchoring Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>A person's expectation about one thing is affected by something he/she saw, heard, or thought before. This occurs when people rely too heavily on a specific piece of information to govern their thought-process. <br><br>In one study, an audience was asked to write the last two digits of their social security number and consider whether they would pay this number of dollars for items such as wine, chocolate, and computer equipment, the value of which they did not know. They were then asked to bid for these items. The result was that the audience members with higher two-digit numbers would submit bids that were between 60 percent and 120 percent higher than those with the lower social security numbers. Put simply, the higher the (social security) number in mind, the higher the bid. The social security numbers had become their &quot;anchors&quot;.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Anchoring"",""groupName"":""AnchoringBias""}",,,,,,47,desktop,male,completedAssociateDegreeOnly,695e0c0f,2020-11-13 11:14 PM,d8c11cf339924349af7e1b201e6e0688685e82b7,6a058c19,1973,6816b77b,4,United States,"$40,000 to $59,999",0,3,50000,,
